Source,web_scraper_order,specialization,fees,avg_rate,waiting_time,clinic_location,rate_count,doctor_views,pages
935 (1),1675635436-414,Ophthalmologist,100 EGP,5,Waiting Time : 17 Minutes,Fakous : Mostafa Kamel Street,From 4 Visitors,"1,080 View(s)",24
936 (1),1675635439-415,Dentist,150 EGP,5,Waiting Time : 6 Minutes,null,From 4 Visitors,326 View(s),24
937 (1),1675635442-416,Gynecologist,200 EGP,5,Waiting Time : 24 Minutes,Smouha : victor emmanual,From 4 Visitors,"4,092 View(s)",24
938 (1),1675635445-417,Gynecologist,250 EGP,5,Waiting Time : 8 Minutes,null,From 4 Visitors,616 View(s),24
939 (1),1675635448-418,Cardiologist,350 EGP,5,Waiting Time : 9 Minutes,null,From 4 Visitors,199 View(s),24
940 (1),1675635451-419,Internist,350 EGP,5,Waiting Time : 8 Minutes,null,From 4 Visitors,66 View(s),24
941 (1),1675635454-420,Scan Center,2 EGP,5,Waiting Time : 17 Minutes,null,From 4 Visitors,"1,005 View(s)",24
942 (1),1675635464-421,Physiotherapist,100 EGP,5,Waiting Time : 8 Minutes,Hadayek Helwan : almonzer,From 4 Visitors,765 View(s),
943 (1),1675635467-422,Gynecologist,300 EGP,5,Waiting Time : 28 Minutes,null,From 4 Visitors,333 View(s),
944 (1),1675635470-423,Dentist,175 EGP,5,Waiting Time : 8 Minutes,null,From 4 Visitors,223 View(s),
945 (1),1675635473-424,Physiotherapist,100 EGP,5,Waiting Time : 10 Minutes,null,From 4 Visitors,"1,510 View(s)",
946 (1),1675635477-425,Pediatrician,350 EGP,5,Waiting Time : 21 Minutes,null,From 4 Visitors,57 View(s),
947 (1),1675635481-426,Neurosurgeon,300 EGP,5,Waiting Time : 15 Minutes,El-Shorouk : Panorama Mall Street,From 4 Visitors,166 View(s),
948 (1),1675635483-427,ENT Doctor,150 EGP,5,Waiting Time : 11 Minutes,Janaklees : Abo Qir street,From 4 Visitors,101 View(s),
949 (1),1675635488-428,ENT Doctor,500 EGP,5,Waiting Time : 58 Minutes,null,From 4 Visitors,226 View(s),
950 (1),1675635491-429,Surgical Oncologist,500 EGP,5,Waiting Time : 23 Minutes,null,From 4 Visitors,304 View(s),
951 (1),1675635494-430,Rheumatologist,500 EGP,5,Waiting Time : 15 Minutes,null,From 4 Visitors,721 View(s),
952 (1),1675635671-431,Physiotherapist,65 EGP,5,Waiting Time : 15 Minutes,El-Mansoura : Gomhoria,From 16 Visitors,"1,673 View(s)",1051
953 (1),1675635680-432,Dentist,200 EGP,5,Waiting Time : 13 Minutes,null,From 3 Visitors,197 View(s),...
954 (1),1675635683-433,Dermatologist,300 EGP,5,Waiting Time : 13 Minutes,null,From 3 Visitors,235 View(s),...
955 (1),1675635686-434,Dentist,200 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,120 View(s),...
956 (1),1675635689-435,Psychiatrist,250 EGP,5,Waiting Time : 25 Minutes,null,From 3 Visitors,396 View(s),...
957 (1),1675635692-436,Dentist,130 EGP,5,Waiting Time : 5 Minutes,null,From 3 Visitors,774 View(s),...
958 (1),1675635696-437,Gynecologist,140 EGP,5,Waiting Time : 4 Minutes,Damanhur : the garden street,From 3 Visitors,"1,008 View(s)",...
959 (1),1675635699-438,Psychiatrist,300 EGP,5,Waiting Time : 6 Minutes,null,From 3 Visitors,"1,215 View(s)",...
960 (1),1675635703-439,Nutritionist,650 EGP,,Waiting Time : 35791394 Hours and 7 Minutes,Heliopolis : Mohamed Al Dahan from Nabile Al Wakad,From 3 Visitors,"1,476 View(s)",...
961 (1),1675635705-440,Gynecologist,400 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,143 View(s),...
962 (1),1675635709-441,Pulmonologist,300 EGP,5,Waiting Time : 18 Minutes,null,From 3 Visitors,360 View(s),...
963 (1),1675635716-442,Dentist,350 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,94 View(s),27
964 (1),1675635720-443,Dentist,100 EGP,5,Waiting Time : 8 Minutes,Heliopolis : mohamed farid,From 3 Visitors,81 View(s),27
965 (1),1675635723-444,Dentist,150 EGP,5,Waiting Time : 9 Minutes,null,From 3 Visitors,506 View(s),27
966 (1),1675635726-445,Physiotherapist,100 EGP,5,Waiting Time : 7 Minutes,Hadayek El-Kobba : Alzawia Alhamraa,From 3 Visitors,"2,361 View(s)",27
967 (1),1675635729-446,Internist,200 EGP,5,Waiting Time : 13 Minutes,Sporting : portsaid,From 3 Visitors,210 View(s),27
968 (1),1675635732-447,Dentist,200 EGP,5,Waiting Time : 8 Minutes,Smouha : Fawzy Moaaz street,From 3 Visitors,137 View(s),27
969 (1),1675635736-448,Nutritionist,350 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,214 View(s),27
970 (1),1675635739-449,Internist,400 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,127 View(s),27
971 (1),1675635742-450,Dentist,200 EGP,5,Waiting Time : 13 Minutes,null,From 3 Visitors,295 View(s),27
972 (1),1675635745-451,Cardiologist,400 EGP,5,Waiting Time : 8 Minutes,6th of October : 16th unit - city stars,From 3 Visitors,176 View(s),27
973 (1),1675635758-452,Cardiologist,600 EGP,5,Waiting Time : 10 Minutes,El-Mohandessin : Alfawakh St,From 3 Visitors,558 View(s),23
974 (1),1675635762-453,Orthopedist,300 EGP,5,Waiting Time : 8 Minutes,El-Sheikh Zayed : elmoaz plaza,From 3 Visitors,262 View(s),23
975 (1),1675635765-454,Ophthalmologist,100 EGP,5,Waiting Time : 17 Minutes,Fakous : Mostafa Kamel Street,From 4 Visitors,"1,080 View(s)",23
976 (1),1675635768-455,Dentist,150 EGP,5,Waiting Time : 6 Minutes,null,From 4 Visitors,326 View(s),23
977 (1),1675635771-456,Gynecologist,200 EGP,5,Waiting Time : 24 Minutes,Smouha : victor emmanual,From 4 Visitors,"4,092 View(s)",23
978 (1),1675635775-457,Gynecologist,250 EGP,5,Waiting Time : 8 Minutes,null,From 4 Visitors,616 View(s),23
979 (1),1675635778-458,Cardiologist,350 EGP,5,Waiting Time : 9 Minutes,null,From 4 Visitors,199 View(s),23
980 (1),1675635781-459,Internist,350 EGP,5,Waiting Time : 8 Minutes,null,From 4 Visitors,66 View(s),23
981 (1),1675635784-460,Scan Center,2 EGP,5,Waiting Time : 17 Minutes,null,From 4 Visitors,"1,005 View(s)",23
982 (1),1675635787-461,Pediatric Surgeon,400 EGP,5,Waiting Time : 15 Minutes,null,From 3 Visitors,130 View(s),
983 (1),1675635790-462,General Surgeon,450 EGP,5,Waiting Time : 33 Minutes,null,From 3 Visitors,41 View(s),
984 (1),1675635793-463,Dermatologist,400 EGP,5,Waiting Time : 30 Minutes,null,From 3 Visitors,31 View(s),
985 (1),1675635797-464,Vascular Surgeon,500 EGP,5,Waiting Time : 33 Minutes,null,From 3 Visitors,834 View(s),
986 (1),1675635800-465,Dentist,400 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,174 View(s),
987 (1),1675635804-466,Dentist,150 EGP,5,Waiting Time : 8 Minutes,"Heliopolis : Ahmed el Dardiry, Ard El Golf",From 3 Visitors,130 View(s),
988 (1),1675635807-467,Pediatric Surgeon,400 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,184 View(s),
989 (1),1675635811-468,Oncologist,500 EGP,5,Waiting Time : 18 Minutes,null,From 3 Visitors,312 View(s),
990 (1),1675635815-469,Gynecologist,300 EGP,5,Waiting Time : 8 Minutes,Nasr City : Ahmed Alzumor street,From 3 Visitors,36 View(s),
991 (1),1675635819-470,General Surgeon,350 EGP,5,Waiting Time : 30 Minutes,El-Rehab : Infront of gate 6,From 3 Visitors,"1,163 View(s)",
992 (1),1675635920-471,Physiotherapist,65 EGP,5,Waiting Time : 15 Minutes,El-Mansoura : Gomhoria,From 16 Visitors,"1,673 View(s)",1051
993 (1),1675635929-472,Psychiatrist,250 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,484 View(s),...
994 (1),1675635932-473,Dentist,150 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,73 View(s),...
995 (1),1675635935-474,Dentist,120 EGP,5,Waiting Time : 20 Minutes,null,From 3 Visitors,188 View(s),...
996 (1),1675635938-475,Nutritionist,200 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,358 View(s),...
997 (1),1675635941-476,Pediatrician,300 EGP,5,Waiting Time : 11 Minutes,null,From 3 Visitors,152 View(s),...
998 (1),1675635944-477,Psychiatrist,250 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,201 View(s),...
999 (1),1675635947-478,Rheumatologist,300 EGP,5,Waiting Time : 28 Minutes,null,From 3 Visitors,173 View(s),...
1000 (1),1675635951-479,Spinal Surgeon,400 EGP,5,Waiting Time : 15 Minutes,"Heliopolis : Nehro,Heliopolis",From 3 Visitors,"1,591 View(s)",...
1001 (1),1675635954-480,Audiologist,650 EGP,5,Waiting Time : 1 Hour and 14 Minutes,null,From 3 Visitors,249 View(s),...
1002 (1),1675635957-481,Cardiologist,400 EGP,5,Waiting Time : 8 Minutes,El-Sheikh Zayed : twin towers,From 3 Visitors,127 View(s),...
1003 (1),1675635973-482,General Surgeon,350,,null,null,null,null,
1004 (1),1675635976-483,Dentist,100 EGP,5,Waiting Time : 8 Minutes,Heliopolis : mohamed farid,From 3 Visitors,81 View(s),
1005 (1),1675635980-484,Dentist,150 EGP,5,Waiting Time : 9 Minutes,null,From 3 Visitors,506 View(s),
1006 (1),1675635983-485,Physiotherapist,100 EGP,5,Waiting Time : 7 Minutes,Hadayek El-Kobba : Alzawia Alhamraa,From 3 Visitors,"2,361 View(s)",
1007 (1),1675635986-486,Internist,200 EGP,5,Waiting Time : 13 Minutes,Sporting : portsaid,From 3 Visitors,210 View(s),
1008 (1),1675635990-487,Dentist,200 EGP,5,Waiting Time : 8 Minutes,Smouha : Fawzy Moaaz street,From 3 Visitors,137 View(s),
1009 (1),1675635994-488,Nutritionist,350 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,214 View(s),
1010 (1),1675635997-489,Internist,400 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,127 View(s),
1011 (1),1675636000-490,Dentist,200 EGP,5,Waiting Time : 13 Minutes,null,From 3 Visitors,295 View(s),
1012 (1),1675636003-491,Cardiologist,400 EGP,5,Waiting Time : 8 Minutes,6th of October : 16th unit - city stars,From 3 Visitors,176 View(s),
1013 (1),1675636189-492,Physiotherapist,65 EGP,5,Waiting Time : 15 Minutes,El-Mansoura : Gomhoria,From 16 Visitors,"1,678 View(s)",1051
1014 (1),1675636208-493,Dentist,200 EGP,5,Waiting Time : 13 Minutes,null,From 3 Visitors,197 View(s),28
1015 (1),1675636210-494,Dermatologist,300 EGP,5,Waiting Time : 13 Minutes,null,From 3 Visitors,235 View(s),28
1016 (1),1675636214-495,Dentist,200 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,120 View(s),28
1017 (1),1675636216-496,Psychiatrist,250 EGP,5,Waiting Time : 25 Minutes,null,From 3 Visitors,396 View(s),28
1018 (1),1675636220-497,Dentist,130 EGP,5,Waiting Time : 5 Minutes,null,From 3 Visitors,774 View(s),28
1019 (1),1675636223-498,Gynecologist,140 EGP,5,Waiting Time : 4 Minutes,Damanhur : the garden street,From 3 Visitors,"1,008 View(s)",28
1020 (1),1675636226-499,Psychiatrist,300 EGP,5,Waiting Time : 6 Minutes,null,From 3 Visitors,"1,215 View(s)",28
1021 (1),1675636228-500,Gynecologist,400 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,143 View(s),28
1022 (1),1675636232-501,Dentist,350 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,94 View(s),28
1023 (1),1675636235-502,Dentist,150 EGP,5,Waiting Time : 9 Minutes,null,From 3 Visitors,506 View(s),28
1024 (1),1675636243-503,Dentist,100 EGP,5,Waiting Time : 8 Minutes,Heliopolis : mohamed farid,From 3 Visitors,81 View(s),27
1025 (1),1675636245-504,Internist,200 EGP,5,Waiting Time : 13 Minutes,Sporting : portsaid,From 3 Visitors,210 View(s),27
1026 (1),1675636249-505,Dentist,200 EGP,5,Waiting Time : 8 Minutes,Smouha : Fawzy Moaaz street,From 3 Visitors,137 View(s),27
1027 (1),1675636252-506,Nutritionist,350 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,214 View(s),27
1028 (1),1675636256-507,Internist,400 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,127 View(s),27
1029 (1),1675636259-508,Dentist,200 EGP,5,Waiting Time : 13 Minutes,null,From 3 Visitors,295 View(s),27
1030 (1),1675636262-509,Cardiologist,400 EGP,5,Waiting Time : 8 Minutes,6th of October : 16th unit - city stars,From 3 Visitors,176 View(s),27
1031 (1),1675636266-510,Family Doctor,140 EGP,5,Waiting Time : 47 Minutes,Tanta : tanta sharawy st,From 3 Visitors,"1,418 View(s)",27
1032 (1),1675636269-511,Pediatrician,650 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,104 View(s),27
1033 (1),1675636272-512,Gynecologist,200 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,209 View(s),
1034 (1),1675636275-513,Cardiologist,350 EGP,5,Waiting Time : 40 Minutes,null,From 3 Visitors,324 View(s),
1035 (1),1675636279-514,Pediatric Surgeon,500 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,138 View(s),
1036 (1),1675636283-515,Pulmonologist,500 EGP,5,Waiting Time : 1 Hour and 2 Minutes,null,From 3 Visitors,315 View(s),
1037 (1),1675636287-516,ENT Doctor,500 EGP,5,Waiting Time : 23 Minutes,null,From 3 Visitors,229 View(s),
1038 (1),1675636290-517,Internist,300 EGP,5,Waiting Time : 23 Minutes,null,From 3 Visitors,220 View(s),
1039 (1),1675636293-518,Gynecologist,150 EGP,5,Waiting Time : 8 Minutes,El Salam City : ElRabeaa Street-Branched From Omar Ibn Elkhatab Street-Gesr ElSuez,From 3 Visitors,170 View(s),
1040 (1),1675636296-519,Vascular Surgeon,500 EGP,5,Waiting Time : 46 Minutes,null,From 3 Visitors,"1,955 View(s)",
1041 (1),1675636299-520,Vascular Surgeon,500 EGP,5,Waiting Time : 50 Minutes,null,From 3 Visitors,507 View(s),
1042 (1),1675636302-521,Nutritionist,700 EGP,5,Waiting Time : 13 Minutes,El-Sheikh Zayed : Elmehwar Elmarkazi,From 3 Visitors,"1,303 View(s)",
1043 (1),1675636459-522,Physiotherapist,65 EGP,5,Waiting Time : 15 Minutes,El-Mansoura : Gomhoria,From 16 Visitors,"1,678 View(s)",1051
1044 (1),1675636474-523,Psychiatrist,250 EGP,5,Waiting Time : 1 Hour and 7 Minutes,null,From 3 Visitors,339 View(s),32
1045 (1),1675636477-524,Psychiatrist,160 EGP,5,Waiting Time : 5 Minutes,null,From 3 Visitors,737 View(s),32
1046 (1),1675636480-525,Dentist,150 EGP,5,Waiting Time : 8 Minutes,6th of October : Street 19-vranched from elkhazan street-neighborhood 3-Fifth district,From 3 Visitors,50 View(s),32
1047 (1),1675636483-526,Cardiologist,300 EGP,5,Waiting Time : 13 Minutes,null,From 3 Visitors,257 View(s),32
1048 (1),1675636487-527,Internist,500 EGP,5,Waiting Time : 35 Minutes,null,From 3 Visitors,123 View(s),32
1049 (1),1675636490-528,Internist,500 EGP,5,Waiting Time : 29 Minutes,null,From 3 Visitors,"2,430 View(s)",32
1050 (1),1675636494-529,Gynecologist,300 EGP,5,Waiting Time : 4 Minutes,null,From 3 Visitors,814 View(s),32
1051 (1),1675636498-530,Internist,500 EGP,5,Waiting Time : 47 Minutes,null,From 3 Visitors,519 View(s),32
1052 (1),1675636502-531,Nutritionist,700 EGP,5,Waiting Time : 32 Minutes,El-Sheikh Zayed : ElMehwar Elmarkazi,From 3 Visitors,"2,387 View(s)",32
1053 (1),1675636510-532,Pediatrician,300 EGP,5,Waiting Time : 11 Minutes,null,From 3 Visitors,153 View(s),30
1054 (1),1675636513-533,Psychiatrist,250 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,201 View(s),30
1055 (1),1675636516-534,Rheumatologist,300 EGP,5,Waiting Time : 28 Minutes,null,From 3 Visitors,173 View(s),30
1056 (1),1675636519-535,Cardiologist,400 EGP,5,Waiting Time : 8 Minutes,El-Sheikh Zayed : twin towers,From 3 Visitors,127 View(s),30
1057 (1),1675636522-536,Gynecologist,200 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,209 View(s),30
1058 (1),1675636526-537,Cardiologist,350 EGP,5,Waiting Time : 40 Minutes,null,From 3 Visitors,324 View(s),30
1059 (1),1675636529-538,Pediatric Surgeon,500 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,138 View(s),30
1060 (1),1675636532-539,Pulmonologist,500 EGP,5,Waiting Time : 1 Hour and 2 Minutes,null,From 3 Visitors,315 View(s),30
1061 (1),1675636535-540,ENT Doctor,500 EGP,5,Waiting Time : 23 Minutes,null,From 3 Visitors,229 View(s),30
1062 (1),1675636542-541,Scan Center,2 EGP,5,Waiting Time : 40 Minutes,null,From 3 Visitors,714 View(s),29
1063 (1),1675636545-542,Laboratory,2 EGP,5,Waiting Time : 13 Minutes,null,From 3 Visitors,283 View(s),29
1064 (1),1675636549-543,General Surgeon,300 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,178 View(s),29
1065 (1),1675636551-544,Dermatologist,300 EGP,5,Waiting Time : 13 Minutes,null,From 3 Visitors,235 View(s),29
1066 (1),1675636555-545,Neurologist,400 EGP,5,Waiting Time : 28 Minutes,null,From 3 Visitors,"2,561 View(s)",29
1067 (1),1675636558-546,Dentist,200 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,120 View(s),29
1068 (1),1675636561-547,Psychiatrist,250 EGP,5,Waiting Time : 25 Minutes,null,From 3 Visitors,396 View(s),29
1069 (1),1675636564-548,Gynecologist,400 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,145 View(s),29
1070 (1),1675636568-549,Dentist,350 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,94 View(s),29
1071 (1),1675636571-550,Pulmonologist,300 EGP,5,Waiting Time : 22 Minutes,New Cairo : The  Northen 90 st,From 3 Visitors,207 View(s),
1072 (1),1675636575-551,Internist,400 EGP,5,Waiting Time : 1 Minute,null,From 3 Visitors,331 View(s),
1073 (1),1675636578-552,Allergist,400 EGP,5,Waiting Time : 8 Minutes,New Cairo : north teseen street,From 3 Visitors,554 View(s),
1074 (1),1675636581-553,Rheumatologist,250 EGP,5,Waiting Time : 17 Minutes,null,From 3 Visitors,"1,053 View(s)",
1075 (1),1675636591-554,Dermatologist,300 EGP,5,Waiting Time : 13 Minutes,null,From 3 Visitors,301 View(s),
1076 (1),1675636596-555,Dermatologist,200 EGP,5,Waiting Time : 37 Minutes,null,From 3 Visitors,665 View(s),
1077 (1),1675636600-556,Gynecologist,300 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,315 View(s),
1078 (1),1675636604-557,Cardiologist,450 EGP,5,Waiting Time : 35 Minutes,null,From 3 Visitors,387 View(s),
1079 (1),1675636608-558,Psychiatrist,250 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,484 View(s),
1080 (1),1675636612-559,Dentist,150 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,73 View(s),
1081 (1),1675636945-570,Physiotherapist,65 EGP,5,Waiting Time : 15 Minutes,El-Mansoura : Gomhoria,From 16 Visitors,"1,680 View(s)",1051
1082 (1),1675636953-571,Pediatric Surgeon,300 EGP,5,Waiting Time : 28 Minutes,null,From 27 Visitors,"5,235 View(s)",...
1083 (1),1675636956-572,Gynecologist,150 EGP,5,Waiting Time : 13 Minutes,Mahalla : shokry elkoatly,From 27 Visitors,"3,707 View(s)",...
1084 (1),1675636959-573,Surgical Oncologist,400 EGP,5,Waiting Time : 15 Minutes,Nasr City : Youssef abaas and Elnasr street interaction,From 55 Visitors,"4,061 View(s)",...
1085 (1),1675636964-574,Dentist,150 EGP,5,Waiting Time : 5 Minutes,North Coast : Ali Ebn Abi Taleb Street,From 28 Visitors,"3,573 View(s)",...
1086 (1),1675636968-575,Endocrinologist,600 EGP,5,Waiting Time : 17 Minutes,Heliopolis : Omar Ibn Al Khattab - Ismailia Sq.,From 84 Visitors,"9,851 View(s)",...
1087 (1),1675636971-576,Dentist,300 EGP,5,Waiting Time : 10 Minutes,El-Maadi : 263 street from Al Nasr Road,From 1067 Visitors,"72,901 View(s)",...
1088 (1),1675636978-577,Gynecologist,150 EGP,5,Waiting Time : 37 Minutes,Damietta El Gadeeda : al azhar hospital,From 57 Visitors,"6,915 View(s)",...
1089 (1),1675636981-578,Dentist,200 EGP,5,Waiting Time : 7 Minutes,El-Shorouk : terrace mall,From 57 Visitors,977 View(s),...
1090 (1),1675636985-579,General Surgeon,220 EGP,5,Waiting Time : 17 Minutes,Assiut city : elnemas,From 29 Visitors,"3,215 View(s)",...
1091 (1),1675636988-580,Orthopedist,150 EGP,5,Waiting Time : 12 Minutes,El-Zaitoun : ElMatarya St,From 87 Visitors,"1,490 View(s)",...
1092 (1),1675637021-581,Cardiologist,250 EGP,5,Waiting Time : 13 Minutes,El-Maadi : Elmansour Tower-Street 77 infront of Maadi Club Fence,From 236 Visitors,"2,819 View(s)",35
1093 (1),1675637025-582,Cardiologist,300 EGP,5,Waiting Time : 30 Minutes,null,From 60 Visitors,998 View(s),35
1094 (1),1675637028-583,Dentist,100 EGP,5,Waiting Time : 14 Minutes,Faisal : king faisal street- al Marioteya,From 60 Visitors,701 View(s),35
1095 (1),1675637032-584,Cardiologist,400 EGP,5,Waiting Time : 11 Minutes,El-Sheikh Zayed : Downtown mall 2-besides total fuel station,From 90 Visitors,"2,240 View(s)",35
1096 (1),1675637036-585,Ophthalmologist,210 EGP,5,Waiting Time : 26 Minutes,Bulkly : Bulkly / Al-Hadaya Tram Station / Al-Khaleej Building (A),From 220 Visitors,"17,326 View(s)",35
1097 (1),1675637039-586,Gynecologist,200 EGP,5,Waiting Time : 10 Minutes,Port Said City : safya zaghlol and mashrak st,From 32 Visitors,"3,026 View(s)",35
1098 (1),1675637042-587,Obesity Surgeon,250 EGP,5,Waiting Time : 27 Minutes,null,From 65 Visitors,808 View(s),35
1099 (1),1675637046-588,Dentist,150 EGP,5,Waiting Time : 11 Minutes,6th of October : central axis 5th district - infront of el khazan street,From 33 Visitors,627 View(s),35
1100 (1),1675637050-589,Ophthalmologist,250 EGP,5,Waiting Time : 8 Minutes,El-Maadi : Carrefour street,From 34 Visitors,619 View(s),35
1101 (1),1675637053-590,Orthopedist,300 EGP,5,Waiting Time : 10 Minutes,Nasr City : block 10 emtedad abo dawoud,From 69 Visitors,"1,417 View(s)",35
1102 (1),1675637066-591,Dentist,50 EGP,5,Waiting Time : 17 Minutes,null,From 3 Visitors,253 View(s),
1103 (1),1675637070-592,Plastic Surgeon,250 EGP,5,Waiting Time : 36 Minutes,null,From 3 Visitors,"3,533 View(s)",
1104 (1),1675637076-593,Psychiatrist,185 EGP,5,Waiting Time : 1 Hour,null,From 3 Visitors,"1,257 View(s)",
1105 (1),1675637080-594,Psychiatrist,160 EGP,5,Waiting Time : 5 Minutes,null,From 3 Visitors,738 View(s),
1106 (1),1675637084-595,Dentist,150 EGP,5,Waiting Time : 8 Minutes,6th of October : Street 19-vranched from elkhazan street-neighborhood 3-Fifth district,From 3 Visitors,51 View(s),
1107 (1),1675637087-596,Cardiologist,300 EGP,5,Waiting Time : 13 Minutes,null,From 3 Visitors,258 View(s),
1108 (1),1675637091-597,Internist,500 EGP,5,Waiting Time : 35 Minutes,null,From 3 Visitors,124 View(s),
1109 (1),1675637094-598,Internist,500 EGP,5,Waiting Time : 29 Minutes,null,From 3 Visitors,"2,430 View(s)",
1110 (1),1675637098-599,Internist,500 EGP,5,Waiting Time : 47 Minutes,null,From 3 Visitors,520 View(s),
1111 (1),1675637101-600,Nutritionist,700 EGP,5,Waiting Time : 32 Minutes,El-Sheikh Zayed : ElMehwar Elmarkazi,From 3 Visitors,"2,389 View(s)",
1112 (1),1675637312-601,Physiotherapist,65 EGP,5,Waiting Time : 15 Minutes,El-Mansoura : Gomhoria,From 16 Visitors,"1,680 View(s)",1051
1113 (1),1675637319-602,Orthopedist,400 EGP,5,Waiting Time : 16 Minutes,null,From 20 Visitors,"1,463 View(s)",...
1114 (1),1675637329-603,Surgical Oncologist,300 EGP,5,Waiting Time : 19 Minutes,El-Giza : mourad,From 20 Visitors,"2,730 View(s)",...
1115 (1),1675637334-604,Gynecologist,200 EGP,5,Waiting Time : 10 Minutes,null,From 20 Visitors,"3,122 View(s)",...
1116 (1),1675637338-605,Ophthalmologist,200 EGP,5,Waiting Time : 8 Minutes,Tanta : Elgish st,From 62 Visitors,"3,054 View(s)",...
1117 (1),1675637342-606,Dentist,90 EGP,5,Waiting Time : 13 Minutes,null,From 21 Visitors,431 View(s),...
1118 (1),1675637346-607,Cardiologist,300 EGP,5,Waiting Time : 17 Minutes,Heliopolis : El nozha street-Smart Slim Clinic besides Administrative Oversight,From 21 Visitors,"1,099 View(s)",...
1119 (1),1675637350-608,Dermatologist,300 EGP,5,Waiting Time : 8 Minutes,null,From 22 Visitors,"1,495 View(s)",...
1120 (1),1675637353-609,Ophthalmologist,200 EGP,5,Waiting Time : 13 Minutes,null,From 22 Visitors,"3,290 View(s)",...
1121 (1),1675637357-610,Orthopedist,250 EGP,5,Waiting Time : 10 Minutes,El-Zaitoun : Toman bai,From 22 Visitors,"1,624 View(s)",...
1122 (1),1675637362-611,Ophthalmologist,350 EGP,5,Waiting Time : 8 Minutes,6th of October : Abdelkhalek tharwat,From 137 Visitors,"4,092 View(s)",...
1123 (1),1675637378-612,Pulmonologist,300,,null,null,null,null,
1124 (1),1675637381-613,Cardiologist,300 EGP,5,Waiting Time : 30 Minutes,null,From 60 Visitors,999 View(s),
1125 (1),1675637385-614,Dentist,100 EGP,5,Waiting Time : 14 Minutes,Faisal : king faisal street- al Marioteya,From 60 Visitors,702 View(s),
1126 (1),1675637389-615,Cardiologist,400 EGP,5,Waiting Time : 11 Minutes,El-Sheikh Zayed : Downtown mall 2-besides total fuel station,From 90 Visitors,"2,241 View(s)",
1127 (1),1675637392-616,Ophthalmologist,210 EGP,5,Waiting Time : 26 Minutes,Bulkly : Bulkly / Al-Hadaya Tram Station / Al-Khaleej Building (A),From 220 Visitors,"17,326 View(s)",
1128 (1),1675637395-617,Gynecologist,200 EGP,5,Waiting Time : 10 Minutes,Port Said City : safya zaghlol and mashrak st,From 32 Visitors,"3,026 View(s)",
1129 (1),1675637399-618,Obesity Surgeon,250 EGP,5,Waiting Time : 27 Minutes,null,From 65 Visitors,808 View(s),
1130 (1),1675637404-619,Dentist,150 EGP,5,Waiting Time : 11 Minutes,6th of October : central axis 5th district - infront of el khazan street,From 33 Visitors,628 View(s),
1131 (1),1675637407-620,Ophthalmologist,250 EGP,5,Waiting Time : 8 Minutes,El-Maadi : Carrefour street,From 34 Visitors,620 View(s),
1132 (1),1675637412-621,Orthopedist,300 EGP,5,Waiting Time : 10 Minutes,Nasr City : block 10 emtedad abo dawoud,From 69 Visitors,"1,418 View(s)",
1133 (1),1675637513-622,Physiotherapist,65 EGP,5,Waiting Time : 15 Minutes,El-Mansoura : Gomhoria,From 16 Visitors,"1,680 View(s)",1051
1134 (1),1675637526-623,Surgical Oncologist,300 EGP,5,Waiting Time : 2 Hours and 54 Minutes,El-Ismailia city : Shbeen St.,From 42 Visitors,"5,773 View(s)",...
1135 (1),1675637531-624,Ophthalmologist,200 EGP,5,Waiting Time : 15 Minutes,El-Mansoura : Suiz Canal Street-ElSabeaa Tower,From 70 Visitors,"2,712 View(s)",...
